price_co2
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.64
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.39
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.98
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.23
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.55
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.08
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.67
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.21
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
24.14
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
23.84
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.51
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
24.85
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.44
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
25.17
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
24.92
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
25.01
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.7
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.38
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.59
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
24.65
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.99
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.74
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.21
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.77
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.56
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.32
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.16
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.3
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
23.88
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.4
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
24.29
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.05
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.14
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.71
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.64
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
25.61
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.57
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.18
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
24.26
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.6
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.61
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.52
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.36
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.83
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.81
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.42
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
23.28
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
24.1
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
23.91
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
22.52
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
21.94
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
19.47
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
18.31
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
15.3
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
16.39
